word,care_p,fairness_p,loyalty_p,authority_p,sanctity_p,care_sent,fairness_sent,loyalty_sent,authority_sent,sanctity_sent
fashion,0.031746031746031744,0.024390243902439025,0.0641025641025641,0.07792207792207792,0.0,-0.21075,0.0,0.18458000000000002,-0.04465,0.0
accepting,0.045454545454545456,0.23076923076923078,0.08333333333333333,0.08571428571428572,0.09375,0.0516,0.27649999999999997,0.12916666666666665,0.5139666666666667,-0.2534666666666667
small,0.09540636042402827,0.08208955223880597,0.1076923076923077,0.10465116279069768,0.08056872037914692,-0.10312222222222223,-0.05108181818181822,-0.18041071428571429,0.0045888888888888976,-0.1089235294117647
writing,0.008928571428571428,0.04225352112676056,0.027210884353741496,0.04065040650406504,0.01818181818181818,0.0,-0.25458333333333333,0.0601,-0.396,-0.1591
test,0.07142857142857142,0.09195402298850575,0.16842105263157894,0.10101010101010101,0.08860759493670886,-0.21745,0.204975,-0.06198125000000003,-0.06462999999999999,0.5015999999999999
level,0.11764705882352941,0.14201183431952663,0.05847953216374269,0.08275862068965517,0.19444444444444445,-0.29313,0.01588749999999998,0.17425,-0.177825,-0.19325714285714285
trapped,0.32,0.2,0.030303030303030304,0.041666666666666664,0.19230769230769232,-0.6894625,-0.6082166666666666,-0.9201,-0.7845,-0.73258
legislative,0.054945054945054944,0.10714285714285714,0.10344827586206896,0.09090909090909091,0.08247422680412371,0.017079999999999984,-0.06339166666666667,0.037911111111111104,-0.07179090909090909,0.07775
special,0.09205020920502092,0.08755760368663594,0.09,0.07142857142857142,0.06179775280898876,0.29695000000000005,0.4435368421052631,0.36580555555555555,0.20682666666666663,0.45845454545454545
behalf,0.14754098360655737,0.09836065573770492,0.3333333333333333,0.14545454545454545,0.16666666666666666,-0.21616666666666667,-0.23215,-0.1315833333333333,-0.09898749999999999,-0.2500222222222222
remove,0.19672131147540983,0.25806451612903225,0.15384615384615385,0.21428571428571427,0.2037037037037037,-0.2449,-0.25046875,-0.03819999999999999,-0.22555333333333336,-0.10227272727272728
electoral,0.056179775280898875,0.07971014492753623,0.05084745762711865,0.02877697841726619,0.06172839506172839,0.28054,-0.02794545454545453,0.1517,0.16297499999999998,-0.48146000000000005
backing,0.0,0.16666666666666666,0.08108108108108109,0.18518518518518517,0.02857142857142857,0.0,0.10356666666666668,0.22666666666666666,0.30744000000000005,0.8779
dollar,0.045454545454545456,0.0958904109589041,0.0,0.03636363636363636,0.017857142857142856,-0.35233333333333333,0.17521428571428574,0.0,-0.04112499999999998,0.5106
disrupting,0.2777777777777778,0.041666666666666664,0.125,0.17647058823529413,0.1875,-0.24922,-0.296,-0.148,-0.10116666666666667,-0.24140000000000003
form,0.1134020618556701,0.1623931623931624,0.11486486486486487,0.11206896551724138,0.1,-0.08926363636363636,-0.1302736842105263,-0.10089411764705881,0.07914615384615384,-0.18119000000000002
swiftly,0.09090909090909091,0.3,0.09090909090909091,0.11538461538461539,0.0,-0.5719,0.33705,0.04684999999999999,0.15976666666666667,0.0
fear,0.17370892018779344,0.11790393013100436,0.17842323651452283,0.14107883817427386,0.10775862068965517,-0.6064513513513513,-0.5565925925925926,-0.5225767441860465,-0.46334411764705896,-0.5079880000000001
rise,0.09166666666666666,0.07518796992481203,0.1386861313868613,0.09375,0.06140350877192982,-0.22872727272727278,-0.15311000000000002,-0.007047368421052627,-0.03302000000000002,-0.05852857142857144
table,0.058823529411764705,0.09090909090909091,0.06451612903225806,0.1896551724137931,0.15942028985507245,-0.247975,0.12003333333333333,0.0833,-0.14427272727272725,0.03778181818181819
helping,0.19548872180451127,0.13559322033898305,0.11475409836065574,0.0979020979020979,0.11194029850746269,0.32281538461538467,0.19066875,0.27892857142857136,0.4025285714285714,0.3205799999999999
playing,0.0,0.13333333333333333,0.17647058823529413,0.044444444444444446,0.13953488372093023,0.0,0.27585,0.2969,-0.14590000000000003,0.08363333333333334
transition,0.05825242718446602,0.07048458149779736,0.08542713567839195,0.08333333333333333,0.06666666666666667,0.10560833333333335,0.08231875000000001,0.1896647058823529,0.08635882352941174,0.0637
hope,0.08734939759036145,0.06688963210702341,0.07692307692307693,0.07432432432432433,0.08609271523178808,0.42670344827586226,0.39136000000000004,0.4070125,0.4709318181818182,0.5122769230769231
deal,0.10270270270270271,0.12371134020618557,0.1278772378516624,0.08955223880597014,0.047752808988764044,-0.02326578947368422,-0.018118750000000006,-0.13495200000000004,0.09432,-0.013029411764705873
overly,0.3157894736842105,0.2,0.18181818181818182,0.15789473684210525,0.0,-0.2116,0.2127666666666667,-0.48739999999999994,-0.3881666666666666,0.0
meant,0.11428571428571428,0.17333333333333334,0.20588235294117646,0.10714285714285714,0.16129032258064516,-0.31815000000000004,0.05265384615384615,0.18317142857142857,-0.18714444444444445,0.18417
children,0.23777403035413153,0.13884297520661157,0.11332312404287902,0.07095709570957096,0.1525096525096525,-0.0791368794326241,-0.0002750000000000001,0.09937837837837839,-0.07204186046511629,-0.13674556962025308
backlash,0.1,0.14516129032258066,0.21428571428571427,0.19230769230769232,0.07317073170731707,0.018419999999999992,-0.022799999999999994,-0.02718888888888889,-0.02531,-0.32226666666666665
loyal,0.16666666666666666,0.06896551724137931,0.21621621621621623,0.25,0.0,0.13654000000000005,0.59215,0.4031125,0.7466166666666667,0.0
refuge,0.21428571428571427,0.22727272727272727,0.30434782608695654,0.0,0.12,0.05303333333333333,-0.2331,-0.3692571428571429,0.0,-0.25723333333333337
character,0.10294117647058823,0.05,0.07692307692307693,0.03636363636363636,0.06578947368421052,-0.33480000000000004,-0.35273333333333334,-0.29594,-0.4477,-0.17758000000000002
eastern,0.06276150627615062,0.02843601895734597,0.0703125,0.07234042553191489,0.05392156862745098,-0.40493999999999997,-0.4688333333333334,-0.09211111111111116,-0.021017647058823526,-0.16509090909090907
sit,0.13043478260869565,0.14545454545454545,0.19148936170212766,0.11764705882352941,0.10204081632653061,-0.2372,-0.1375,-0.0005111111111111041,0.17768333333333333,0.27432
politically,0.10714285714285714,0.17105263157894737,0.18518518518518517,0.14634146341463414,0.11764705882352941,-0.2786166666666667,-0.16223846153846155,-0.10072999999999999,0.17789166666666664,-0.2397625
research,0.04152249134948097,0.05898876404494382,0.03278688524590164,0.03934426229508197,0.04230769230769231,0.004016666666666678,-0.023566666666666663,0.08567499999999997,0.26526666666666665,-0.28438181818181824
airport,0.10434782608695652,0.05434782608695652,0.13541666666666666,0.056910569105691054,0.07894736842105263,-0.03739999999999999,-0.5953200000000001,-0.2309,-0.1883857142857143,-0.3465666666666667
humanity,0.15384615384615385,0.09523809523809523,0.09375,0.02857142857142857,0.2,-0.32828333333333337,0.0,0.0,0.0,0.17922
reached,0.06060606060606061,0.06451612903225806,0.049586776859504134,0.05357142857142857,0.011363636363636364,0.01846666666666667,0.478175,0.4166,0.09965,0.1027
slow,0.13559322033898305,0.07692307692307693,0.10204081632653061,0.1,0.06779661016949153,-0.12246249999999999,0.09545,-0.09052,-0.366475,-0.15544999999999998
reverse,0.07692307692307693,0.07692307692307693,0.09090909090909091,0.125,0.06666666666666667,0.09576666666666667,0.038525000000000004,0.027080000000000003,0.24619999999999997,0.1468
affairs,0.05063291139240506,0.036585365853658534,0.0898876404494382,0.02702702702702703,0.07575757575757576,-0.265775,0.0,0.0088875,-0.3825,0.13222
double,0.06976744186046512,0.14634146341463414,0.04838709677419355,0.023809523809523808,0.16666666666666666,-0.24803333333333333,-0.04638333333333334,-0.28163333333333335,0.34,0.23992
instances,0.041666666666666664,0.42857142857142855,0.15384615384615385,0.125,0.0,-0.7003,-0.5574833333333333,-0.40235,-0.010233333333333353,0.0
epidemic,0.18421052631578946,0.14285714285714285,0.08571428571428572,0.0,0.125,-0.16927142857142866,-0.40970000000000006,-0.34900000000000003,0.0,-0.447
arrival,0.17857142857142858,0.041666666666666664,0.0,0.07692307692307693,0.038461538461538464,0.35669999999999996,0.0,0.0,0.42925,0.4019
potential,0.10852713178294573,0.13274336283185842,0.08050847457627118,0.0749063670411985,0.11737089201877934,-0.1990107142857143,-0.07655666666666665,-0.009810526315789474,-0.10747000000000002,-0.257044
strip,0.2692307692307692,0.21875,0.11538461538461539,0.23333333333333334,0.2,0.04832857142857143,-0.15337142857142858,-0.1444666666666667,-0.12854285714285715,-0.25512
dry,0.1388888888888889,0.0,0.08,0.07692307692307693,0.16666666666666666,0.0,0.0,-0.2154,-0.8268,-0.009925000000000003
happened,0.06201550387596899,0.10294117647058823,0.05343511450381679,0.0457516339869281,0.027777777777777776,0.0743625,-0.18755000000000002,-0.19414285714285714,-0.11817142857142857,0.16463333333333333
story,0.06698564593301436,0.041884816753926704,0.05027932960893855,0.05,0.06015037593984962,0.051857142857142866,-0.0637125,0.08539999999999999,0.09713749999999999,0.09315
principle,0.043478260869565216,0.11363636363636363,0.13725490196078433,0.17647058823529413,0.058823529411764705,-0.06745000000000001,-0.26498,0.013742857142857152,0.29647777777777784,0.0
hospitals,0.25316455696202533,0.15492957746478872,0.12149532710280374,0.07894736842105263,0.11702127659574468,-0.13052999999999998,-0.33594545454545455,0.1607076923076923,-0.25366666666666665,-0.15403636363636367
retirement,0.05,0.25,0.175,0.05555555555555555,0.0,-0.7579,0.0785,0.17604285714285717,0.3182,0.0
litigation,0.041666666666666664,0.11764705882352941,0.024390243902439025,0.1095890410958904,0.03296703296703297,-0.1901,-0.23920000000000008,-0.2023,-0.12962500000000002,-0.07556666666666667
misogyny,0.2222222222222222,0.3684210526315789,0.23529411764705882,0.25,0.30434782608695654,-0.44809999999999994,-0.3849714285714286,-0.16215,-0.2394666666666667,-0.5587
hitting,0.0,0.0,0.11538461538461539,0.058823529411764705,0.25,0.0,0.0,0.0,0.2732,0.05464
executives,0.09259259259259259,0.03508771929824561,0.078125,0.10294117647058823,0.0425531914893617,-0.04172,0.0,-0.19527999999999998,-0.2236142857142857,-0.18714999999999998
wrote,0.02168021680216802,0.03278688524590164,0.05042016806722689,0.03215434083601286,0.03278688524590164,-0.3465,-0.06063333333333335,0.11496666666666666,-0.07807,-0.07785000000000002
sector,0.06666666666666667,0.08433734939759036,0.09278350515463918,0.1,0.06666666666666667,-0.02665000000000002,0.10437142857142857,0.0020999999999999908,-0.026450000000000015,0.195925
enemies,0.21052631578947367,0.1320754716981132,0.19230769230769232,0.17307692307692307,0.20634920634920634,-0.5605333333333333,-0.39011428571428575,-0.6983199999999999,-0.5568111111111111,-0.4974846153846154
trying,0.14950166112956811,0.1501597444089457,0.1377245508982036,0.13166144200626959,0.1183206106870229,-0.02867777777777777,-0.07858510638297873,-0.17020869565217392,-0.11299999999999999,-0.06583548387096774
infrastructure,0.10714285714285714,0.10526315789473684,0.08695652173913043,0.1111111111111111,0.046511627906976744,0.04135833333333333,0.24102500000000004,0.2667125,0.0993846153846154,-0.149425
professionals,0.09090909090909091,0.045454545454545456,0.11764705882352941,0.13513513513513514,0.05,-0.31245,-0.6597,-0.0007500000000000007,-0.09985999999999998,0.5859
look,0.0847457627118644,0.057057057057057055,0.06984126984126984,0.08303249097472924,0.07342657342657342,-0.11320800000000002,0.024984210526315803,0.03264090909090909,-0.0013608695652173887,0.09271428571428572
apply,0.08333333333333333,0.23684210526315788,0.12,0.32142857142857145,0.07142857142857142,0.13820000000000002,0.048944444444444436,-0.019299999999999994,-0.005533333333333316,-0.1591
methods,0.06451612903225806,0.14814814814814814,0.18421052631578946,0.10810810810810811,0.05555555555555555,0.4253,-0.011099999999999999,0.16482857142857138,-0.012499999999999983,-0.51555
consistently,0.12,0.12,0.1724137931034483,0.23529411764705882,0.17391304347826086,-0.38809999999999995,-0.4842666666666667,-0.18081999999999998,-0.223775,-0.389675
needed,0.16279069767441862,0.11235955056179775,0.06547619047619048,0.11494252873563218,0.058823529411764705,0.11227857142857142,-0.06964999999999999,0.20164545454545452,-0.021220000000000003,-0.040674999999999996
temporarily,0.11428571428571428,0.1388888888888889,0.2,0.13333333333333333,0.20689655172413793,-0.20227499999999998,-0.32494,-0.194975,-0.2411833333333334,-0.16408333333333333
bilateral,0.07142857142857142,0.12903225806451613,0.1875,0.09523809523809523,0.10344827586206896,0.7096,0.11955000000000002,0.20968333333333333,0.14495,0.005599999999999976
transfer,0.10526315789473684,0.03636363636363636,0.030303030303030304,0.12903225806451613,0.03389830508474576,-0.25781666666666664,0.24695,0.0,-0.013299999999999992,0.16885
parts,0.06428571428571428,0.04195804195804196,0.050955414012738856,0.0547945205479452,0.051470588235294115,-0.4149888888888889,0.03506666666666666,0.0235,-0.204875,-0.12598571428571428
inner,0.09523809523809523,0.0,0.13793103448275862,0.1282051282051282,0.1875,-0.47620000000000007,0.0,-0.141575,-0.30856000000000006,-0.22666666666666668
cards,0.125,0.15,0.05357142857142857,0.08,0.02,-0.1327285714285714,0.041966666666666645,-0.2121333333333333,-0.04185,0.0
post,0.024822695035460994,0.05423728813559322,0.04416403785488959,0.019543973941368076,0.027777777777777776,-0.32231428571428566,-0.30851875,-0.12454285714285716,-0.13836666666666667,-0.11202857142857145
stations,0.03571428571428571,0.0625,0.11764705882352941,0.11627906976744186,0.043478260869565216,0.0,0.0,0.130125,-0.014960000000000006,0.0
driver,0.1282051282051282,0.0,0.05454545454545454,0.0,0.09523809523809523,-0.48568,0.0,-0.2886,0.0,-0.24235
gain,0.10344827586206896,0.08641975308641975,0.1864406779661017,0.01694915254237288,0.09433962264150944,0.5760000000000001,0.5994285714285714,0.47029090909090915,0.5267,0.4539000000000001
trained,0.29411764705882354,0.09090909090909091,0.18181818181818182,0.3055555555555556,0.047619047619047616,-0.1423,0.22950000000000004,0.012716666666666663,0.06017272727272727,0.4404
chemical,0.29411764705882354,0.1,0.21052631578947367,0.08695652173913043,0.05555555555555555,-0.13711,-0.23653333333333335,-0.672725,-0.13125,-0.4404
choose,0.0875,0.13095238095238096,0.16853932584269662,0.14925373134328357,0.12195121951219512,0.33267142857142856,0.07707272727272726,0.17316,0.17294,0.01874
petition,0.0425531914893617,0.08163265306122448,0.0851063829787234,0.12727272727272726,0.06666666666666667,-0.3982,-0.1727,0.03840000000000002,-0.09787142857142858,0.0
silent,0.14285714285714285,0.041666666666666664,0.21621621621621623,0.09090909090909091,0.03225806451612903,-0.0036249999999999893,0.34,-0.11802499999999999,0.17,0.0
mark,0.045454545454545456,0.0,0.03937007874015748,0.022556390977443608,0.03225806451612903,-0.25810000000000005,0.0,-0.08204,-0.02413333333333334,0.0
dangerous,0.21052631578947367,0.11486486486486487,0.1005586592178771,0.17901234567901234,0.08904109589041095,-0.6453277777777778,-0.5002882352941176,-0.3695333333333334,-0.4804896551724137,-0.7442
destroying,0.2727272727272727,0.28,0.15384615384615385,0.05555555555555555,0.2,-0.5029499999999999,-0.47111428571428565,-0.5574,-0.5574,-0.6894199999999999
dying,0.2727272727272727,0.058823529411764705,0.11428571428571428,0.2222222222222222,0.22727272727272727,-0.11031666666666666,-0.4153,-0.2763,-0.3481333333333334,-0.16158
relations,0.13658536585365855,0.06818181818181818,0.10989010989010989,0.10215053763440861,0.07303370786516854,0.06326428571428573,0.11847333333333333,0.06436333333333331,0.08442105263157895,0.07691538461538465
recognition,0.14634146341463414,0.075,0.13157894736842105,0.075,0.09523809523809523,0.11183333333333333,0.25806666666666667,0.33243999999999996,0.2991333333333333,0.495125
joining,0.0625,0.0,0.21052631578947367,0.0784313725490196,0.15,0.18839999999999998,0.0,0.1066875,0.030999999999999993,-0.13571666666666665
extent,0.19047619047619047,0.1836734693877551,0.044444444444444446,0.11764705882352941,0.06666666666666667,-0.055012500000000006,0.06108888888888889,0.34,0.359225,-0.1909
diplomats,0.04477611940298507,0.04225352112676056,0.0875,0.1320754716981132,0.024390243902439025,-0.19999999999999998,0.025733333333333334,0.04501428571428572,-0.17485714285714285,0.0
park,0.03508771929824561,0.014705882352941176,0.011194029850746268,0.005747126436781609,0.0330188679245283,0.05652499999999999,0.23317500000000002,0.15156666666666666,0.5267,0.0644
